,binding_width
1,49
2,46
3,48
4,47
5,35
6,50
7,47
8,49
9,52
10,47
11,51
12,20
13,42
14,48
15,46
16,30
17,50
18,29
19,15
20,41
21,42
22,40
23,47
24,14
25,42
26,41
27,40
28,49
29,45
30,44
31,40
32,44
33,9
34,48
35,12
36,51
37,34
38,47
39,42
40,50
41,41
42,47
43,32
44,45
45,52
46,45
47,21
48,48
49,44
50,46
51,46
52,48
53,42
54,38
55,45
56,46
57,47
58,45
59,48
60,42
61,50
62,49
63,49
64,37
65,51
66,47
67,42
68,40
69,47
70,45
71,45
72,27
73,44
74,49
75,50
76,43
77,51
78,29
79,43
80,47
81,49
82,52
83,51
84,49
85,46
86,44
87,52
88,42
89,29
90,38
91,49
92,49
93,48
94,43
95,45
96,39
97,50
98,45
99,50
100,43
101,47
102,49
103,50
104,44
105,47
106,46
107,39
108,26
109,44
110,49
111,50
112,51
113,32
114,45
115,48
116,47
117,41
118,35
119,46
120,49
121,43
122,35
123,47
124,40
125,42
126,45
127,45
128,39
129,5
130,47
131,42
132,37
133,46
134,52
135,51
136,44
137,45
138,37
139,51
140,33
141,45
142,45
143,40
144,47
145,15
146,47
147,43
148,42
149,47
150,39
151,45
152,45
153,13
154,26
155,47
156,47
157,44
158,47
159,49
160,45
161,47
162,46
163,49
164,50
165,47
166,47
167,45
168,42
169,44
170,41
171,29
172,39
173,45
174,14
175,35
176,38
177,45
178,38
179,37
180,40
181,43
182,42
183,51
184,40
185,38
186,46
187,29
188,15
189,52
190,36
191,49
192,45
193,46
194,46
195,44
196,12
197,21
198,44
199,41
200,41
201,51
202,51
203,50
204,47
205,23
206,46
207,13
208,46
209,45
210,49
211,43
212,46
213,36
214,37
215,43
216,43
217,41
218,46
219,47
220,43
221,41
222,47
223,51
224,46
225,39
226,47
227,36
228,53
229,42
230,47
231,50
232,49
233,34
234,46
235,50
236,48
237,47
238,46
239,51
240,42
241,48
242,46
243,43
244,50
245,34
246,50
247,50
248,29
249,11
250,50
251,46
252,40
253,44
254,51
255,45
256,10
257,43
258,8
259,50
260,48
261,50
262,45
263,50
264,47
265,48
266,17
267,38
268,40
269,40
270,48
271,33
272,46
273,43
274,46
275,50
276,48
277,42
278,44
279,48
280,45
281,52
282,45
283,16
284,50
285,46
286,51
287,41
288,50
289,44
290,42
291,48
292,48
293,46
294,18
295,50
296,44
297,40
298,19
299,40
300,49
301,48
302,40
303,41
304,41
305,52
306,51
307,49
308,45
309,44
310,50
311,41
312,20
313,42
314,26
315,15
316,38
317,28
318,50
319,47
320,49
321,44
322,49
323,9
324,47
325,43
326,47
327,47
328,43
329,49
330,48
331,47
332,45
333,31
334,50
335,34
336,10
337,50
338,45
339,40
340,48
341,51
342,43
343,50
344,41
345,52
346,32
347,35
348,43
349,49
350,46
351,47
352,7
353,36
354,45
355,41
356,46
357,41
358,50
359,43
360,43
361,45
362,42
363,41
364,50
365,33
366,48
367,47
368,46
369,49
370,42
371,50
372,50
373,46
374,43
375,40
376,49
377,51
378,44
379,50
380,47
381,40
382,42
383,45
384,43
385,42
386,46
387,47
388,23
389,43
390,37
391,44
392,49
393,48
394,46
395,44
396,42
397,38
398,44
399,29
400,46
401,41
402,50
403,40
404,45
405,3
406,51
407,50
408,46
409,40
410,46
411,43
412,47
413,21
414,44
415,45
416,24
417,45
418,47
419,51
420,50
421,41
422,44
423,43
424,51
425,52
426,50
427,46
428,45
429,41
430,42
431,50
432,37
433,45
434,50
435,42
436,51
437,41
438,39
439,40
440,38
441,49
442,45
443,48
444,37
445,13
446,40
447,50
448,39
449,52
450,48
451,45
452,31
453,34
454,49
455,45
456,35
457,46
458,34
459,49
460,49
461,50
462,44
463,42
464,35
465,48
466,41
467,51
468,16
469,41
470,49
471,47
472,49
473,28
474,38
475,7
476,34
477,48
478,43
479,50
480,42
481,13
482,40
483,31
484,47
485,40
486,14
487,48
488,49
489,39
490,50
491,48
492,42
493,44
494,48
495,48
496,51
497,44
498,17
499,49
500,21
501,47
502,44
503,46
504,41
505,49
506,43
507,51
508,40
509,41
510,45
511,45
512,32
513,49
514,47
515,13
516,43
517,47
518,51
519,39
520,8
521,50
522,52
523,44
524,44
525,40
526,44
527,14
528,43
529,45
530,45
531,43
532,32
533,48
534,43
535,45
536,44
537,50
538,47
539,46
540,39
541,49
542,44
543,46
544,49
545,5
546,24
547,22
548,45
549,34
550,51
551,36
552,40
553,46
554,46
555,50
556,43
557,40
558,45
559,45
560,49
561,43
562,50
563,51
564,44
565,43
566,47
567,51
568,52
569,48
570,45
571,49
572,50
573,42
574,49
575,47
576,39
577,52
578,45
579,42
580,37
581,44
582,36
583,51
584,45
585,42
586,49
587,25
588,23
589,46
590,33
591,50
592,47
593,43
594,42
595,45
596,45
597,44
598,45
599,46
600,43
601,52
602,49
603,49
604,41
605,37
606,47
607,50
608,41
609,50
610,49
611,44
612,43
613,33
614,38
615,40
616,42
617,43
618,39
619,3
620,45
621,52
622,48
623,44
624,48
625,43
626,45
627,32
628,47
629,31
630,45
631,52
632,42
633,48
634,48
635,23
636,46
637,50
638,45
639,51
640,47
641,43
642,41
643,47
644,44
645,3
646,46
647,46
648,36
649,51
650,49
651,47
652,40
653,17
654,49
655,50
656,45
657,35
658,35
659,14
660,29
661,5
662,52
663,7
664,49
665,48
666,36
667,32
668,49
669,41
670,15
671,46
672,44
673,50
674,46
675,50
676,5
677,40
678,49
679,45
680,34
681,39
682,48
683,46
684,37
685,37
686,28
687,49
688,49
689,31
690,44
691,48
692,45
693,49
694,37
695,47
696,41
697,36
698,13
699,51
700,47
701,39
702,48
703,49
704,45
705,40
706,50
707,47
708,50
709,51
710,50
711,41
712,3
